SECCION 1 - RESUMEN POR ZONA

"Zona","Matriculas","Personas","Capacidad (meta)","Cupos disponibles","Ocupacion (%)","Cursos","Grupos","En espera","Cursos baja ocupacion (<30%)"
Bogota & Cundinamarca,5959,5959,8750,2791,68.1,36,168,106,8
Antioquia Eje Cafetero,2602,2602,4900,2298,53.1,25,95,16,8
Caribe,1841,1841,2400,559,76.7,23,47,13,3
Santanderes & Boyaca,1365,1365,1470,105,92.9,16,28,11,2
Pacifico,3622,3622,4550,928,79.6,27,88,49,3
Sur y Llanos,3038,3038,5150,2112,59.0,20,103,42,4
Total 6 zonas,18427,18427,27220,8793,67.7,,529,237,28

SECCION 2 - DETALLE DE CURSOS POR ZONA

"Zona","Codigo","Curso","Grupos","Capacidad","Matriculados","Disponibles","Grupos llenos","En espera"
Pacifico,C-2440,Costos para Emprendedores/Contabilidad,G-4878,Jueves 20:00 - 21:30 p.m,60,9,0
Pacifico,C-2457,"Bisuteria 1, 2",G-4232,Martes 10:00 - 11:30 a.m,60,60,1
Pacifico,C-2442,Business English 1,G-4669,Sabado 10:00 - 11:30 a.m,60,39,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4256,Sabado 8:00 - 9:30 a.m,50,11,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-4257,Miercoles 10:00 - 11:30 a.m,50,6,0
Pacifico,C-2472,Estrategias para la Busqueda de Empleo,G-5081,Viernes 14:00 - 15:30 p.m,50,7,0
Pacifico,C-2648,Ingles 1,G-4467,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2648,Ingles 1,G-4468,Martes 20:00 - 21:30 p.m,50,50,8
Pacifico,C-2648,Ingles 1,G-4545,Miercoles 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2648,Ingles 1,G-4548,Sabado 14:00 - 15:30 p.m,50,50,1
Pacifico,C-2648,Ingles 1,G-4559,Miercoles 20:00 - 21:30 p.m,50,50,9
Pacifico,C-2648,Ingles 1,G-4564,Sabado 10:00 - 11:30 a.m,50,50,1
Pacifico,C-2648,Ingles 1,G-5080,Miercoles 14:00 - 15:30 p.m,50,50,5
Pacifico,C-2650,Ingles 2,G-4461,Martes 20:00 - 21:30 p.m,50,38,0
Pacifico,C-2650,Ingles 2,G-4462,Jueves 20:00 - 21:30 p.m,50,22,0
Pacifico,C-2650,Ingles 2,G-4465,Viernes 20:00 - 21:30 p.m,50,20,0
Pacifico,C-2650,Ingles 2,G-4466,Sabado 8:00 - 9:30 a.m,50,42,0
Pacifico,C-2650,Ingles 2,G-4659,Miercoles 14:00 - 15:30 p.m,50,8,0
Pacifico,C-2650,Ingles 2,G-5107,Miercoles 10:00 - 11:30 a.m,50,10,0
Pacifico,C-2650,Ingles 2,G-5108,Sabado 14:00 - 15:30 p.m,50,27,0
Pacifico,C-2646,Pintura en madera 1,G-4448,Sabado 10:00 - 11:30 a.m,60,60,0
Pacifico,C-2520,Reposteria 2,G-4679,Miercoles 10:00 - 11:30 a.m,60,18,0
Pacifico,C-2520,Reposteria 2,G-4680,Sabado 10:00 - 11:30 a.m,60,35,0
Pacifico,C-2521,Reposteria 1,G-4351,Jueves 10:00 - 11:30 a.m,50,50,0
Pacifico,C-2521,Reposteria 1,G-4352,Sabado 14:00 - 15:30 p.m,50,50,1
Pacifico,C-2521,Reposteria 1,G-4354,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2521,Reposteria 1,G-4355,Martes 14:00 - 15:30 p.m,50,50,2
Pacifico,C-2642,Frances 1,G-4514,Martes 10:00 - 11:30 a.m,50,50,2
Pacifico,C-2642,Frances 1,G-4515,Sabado 8:00 - 9:30 a.m,50,50,1
Pacifico,C-2642,Frances 1,G-4517,Sabado 14:00 - 15:30 p.m,50,50,1
Pacifico,C-2642,Frances 1,G-4689,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2652,Italiano 1,G-4455,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2652,Italiano 1,G-4456,Viernes 20:00 - 21:30 p.m,50,50,2
Pacifico,C-2652,Italiano 1,G-4457,Martes 20:00 - 21:30 p.m,50,50,2
Pacifico,C-2473,El ABC del Reciclaje,G-4258,Martes 20:00 - 21:30 p.m,50,32,0
Pacifico,C-2473,El ABC del Reciclaje,G-4259,Jueves 20:00 - 21:30 p.m,50,16,0
Pacifico,C-2474,Confeccion: Manejo de Maquinas,G-4677,Sabado 10:00 - 11:30 a.m,60,60,0
Pacifico,C-2474,Confeccion: Manejo de Maquinas,G-5033,Martes 14:00 - 15:30 p.m,60,60,0
Pacifico,C-2527,Portugues 1,G-4359,Viernes 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2527,Portugues 1,G-4360,Viernes 8:00 - 9:30 a.m,50,50,0
Pacifico,C-2527,Portugues 1,G-4361,Miercoles 14:00 - 15:30 p.m,50,50,0
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4331,Jueves 8:00 - 9:30 a.m,50,50,1
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4332,Miercoles 20:00 - 21:30 p.m,50,50,2
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4333,Martes 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-4334,Sabado 10:00 - 11:30 a.m,50,50,1
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5030,Jueves 8:00 - 9:30 a.m,50,50,1
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5031,Sabado 10:00 - 11:30 a.m,50,50,1
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5032,Miercoles 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2486,Sistemas e Informatica | Nivel basico,G-5077,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2654,Modisteria 1 (Faldas),G-4453,Miercoles 14:00 - 15:30 p.m,60,60,0
Pacifico,C-2654,Modisteria 1 (Faldas),G-4905,Sabado 14:00 - 15:30 p.m,60,60,1
Pacifico,C-2441,Comprension Lectora,G-4224,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2441,Comprension Lectora,G-4225,Martes 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2441,Comprension Lectora,G-4226,Sabado 8:00 - 9:30 a.m,50,50,0
Pacifico,C-2441,Comprension Lectora,G-4227,Miercoles 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2441,Comprension Lectora,G-4815,Miercoles 10:00 - 11:30 a.m,50,50,0
Pacifico,C-2635,Floristeria 1,G-4428,Martes 20:00 - 21:30 p.m,60,60,1
Pacifico,C-2475,Despertar Emprendedor,G-4276,Jueves 20:00 - 21:30 p.m,50,50,1
Pacifico,C-2475,Despertar Emprendedor,G-4277,Martes 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2475,Despertar Emprendedor,G-5034,Sabado 14:00 - 15:30 p.m,50,50,0
Pacifico,C-2485,Sistemas Nivel 2,G-4328,Sabado 10:00 - 11:30 a.m,50,40,0
Pacifico,C-2485,Sistemas Nivel 2,G-4329,Viernes 20:00 - 21:30 p.m,50,44,0
Pacifico,C-2485,Sistemas Nivel 2,G-4330,Sabado 8:00 - 9:30 a.m,50,13,0
Pacifico,C-2485,Sistemas Nivel 2,G-4906,Sabado 14:00 - 15:30 p.m,50,34,0
Pacifico,C-2643,Trenzas y Peinados,G-4688,Sabado 8:00 - 9:30 a.m,60,60,0
Pacifico,C-2643,Trenzas y Peinados,G-4907,Miercoles 10:00 - 11:30 a.m,60,60,0
Pacifico,C-2632,Familias Empresarias del Campo,G-4814,Sabado 8:00 - 9:30 a.m,60,30,0
Pacifico,C-2647,Orientacion Emprendedora,G-4449,Viernes 10:00 - 11:30 a.m,50,50,0
Pacifico,C-2647,Orientacion Emprendedora,G-4450,Jueves 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2647,Orientacion Emprendedora,G-4451,Jueves 10:00 - 11:30 a.m,50,50,0
Pacifico,C-2647,Orientacion Emprendedora,G-4452,Martes 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2623,Despertar Humano,G-4481,Jueves 20:00 - 21:30 p.m,50,49,0
Pacifico,C-2623,Despertar Humano,G-4482,Viernes 10:00 - 11:30 a.m,50,33,0
Pacifico,C-2623,Despertar Humano,G-4483,Martes 20:00 - 21:30 p.m,50,28,0
Pacifico,C-2623,Despertar Humano,G-4484,Jueves 14:00 - 15:30 p.m,50,28,0
Pacifico,C-2623,Despertar Humano,G-4485,Miercoles 20:00 - 21:30 p.m,50,35,0
Pacifico,C-2623,Despertar Humano,G-4487,Martes 10:00 - 11:30 a.m,50,17,0
Pacifico,C-2623,Despertar Humano,G-5035,Sabado 14:00 - 15:30 p.m,50,50,0
Pacifico,C-2627,Economia del Hogar,G-4508,Martes 20:00 - 21:30 p.m,50,50,0
Pacifico,C-2627,Economia del Hogar,G-4509,Jueves 20:00 - 21:30 p.m,50,42,0
Pacifico,C-2627,Economia del Hogar,G-4511,Martes 20:00 - 21:30 p.m,50,9,0
Pacifico,C-2627,Economia del Hogar,G-4512,Sabado 8:00 - 9:30 a.m,50,33,0
Pacifico,C-2627,Economia del Hogar,G-4513,Sabado 14:00 - 15:30 p.m,50,50,0
Pacifico,C-2627,Economia del Hogar,G-4817,Sabado 14:00 - 15:30 p.m,50,18,0
Pacifico,C-2653,Mi Negocio en Internet,G-4903,Jueves 10:00 - 11:30 a.m,60,10,0
Sur y Llanos,C-2464,Reposteria 1,G-4278,Jueves 19:00 - 20:30 p.m,50,50,2
Sur y Llanos,C-2464,Reposteria 1,G-4294,Sabado 15:00 - 16:30 p.m,50,50,2
Sur y Llanos,C-2468,Sistemas 2,G-4268,Sabado 7:00 - 8:30 a.m,50,50,0
Sur y Llanos,C-2468,Sistemas 2,G-4269,Sabado 9:00 - 10:30 a.m,50,50,0
Sur y Llanos,C-2468,Sistemas 2,G-4314,Viernes 15:00 - 16:30 p.m,50,50,0
Sur y Llanos,C-2456,Estrategias para la Busqueda de Empleo,G-4875,Jueves 21:00 - 22:30 p.m,50,29,0
Sur y Llanos,C-2446,Comprension Lectora,G-4237,Martes 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2446,Comprension Lectora,G-4240,Miercoles 20:30 - 22:00 p.m,50,50,0
Sur y Llanos,C-2446,Comprension Lectora,G-4287,Sabado 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2446,Comprension Lectora,G-4288,Sabado 14:00 - 15:30 p.m,50,50,1
Sur y Llanos,C-2446,Comprension Lectora,G-4373,Sabado 10:00 - 11:30 a.m,50,50,0
Sur y Llanos,C-2446,Comprension Lectora,G-4882,Jueves 20:30 - 22:00 p.m,50,50,1
Sur y Llanos,C-2446,Comprension Lectora,G-4883,Viernes 21:00 - 22:30 p.m,50,50,0
Sur y Llanos,C-2446,Comprension Lectora,G-5126,Martes 20:00 - 21:30 p.m,50,50,1
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4246,Miercoles 9:00 - 10:30 a.m,50,15,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4248,Sabado 8:00 - 9:30 a.m,50,17,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4306,Sabado 8:00 - 9:30 a.m,50,5,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4307,Sabado 7:00 - 8:30 a.m,50,7,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4823,Miercoles 16:00 - 17:30 p.m,50,9,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4873,Jueves 21:00 - 22:30 p.m,50,31,0
Sur y Llanos,C-2453,El ABC del Reciclaje,G-4874,Jueves 21:00 - 22:30 p.m,50,2,0
Sur y Llanos,C-2465,Reposteria 2,G-5054,Viernes 19:00 - 20:30 p.m,50,50,0
Sur y Llanos,C-2449,Despertar Humano,G-4262,Viernes 20:30 - 22:00 p.m,50,48,0
Sur y Llanos,C-2449,Despertar Humano,G-4295,Sabado 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2449,Despertar Humano,G-4297,Sabado 8:00 - 9:30 a.m,50,11,0
Sur y Llanos,C-2449,Despertar Humano,G-4298,Sabado 14:00 - 15:30 p.m,50,50,0
Sur y Llanos,C-2449,Despertar Humano,G-4301,Viernes 17:00 - 18:30 p.m,50,16,0
Sur y Llanos,C-2449,Despertar Humano,G-4302,Sabado 16:00 - 17:30 p.m,50,19,0
Sur y Llanos,C-2449,Despertar Humano,G-4303,Sabado 16:00 - 17:30 p.m,50,12,0
Sur y Llanos,C-2449,Despertar Humano,G-4895,Miercoles 21:00 - 22:30 p.m,50,31,0
Sur y Llanos,C-2449,Despertar Humano,G-4897,Viernes 20:30 - 22:00 p.m,50,23,0
Sur y Llanos,C-2449,Despertar Humano,G-4899,Sabado 8:00 - 9:30 a.m,50,5,0
Sur y Llanos,C-2449,Despertar Humano,G-4900,Sabado 8:00 - 9:30 a.m,50,1,0
Sur y Llanos,C-2449,Despertar Humano,G-4901,Sabado 8:00 - 9:30 a.m,50,1,0
Sur y Llanos,C-2449,Despertar Humano,G-4902,Sabado 8:00 - 9:30 a.m,50,4,0
Sur y Llanos,C-2449,Despertar Humano,G-5065,Miercoles 15:00 - 16:30 p.m,50,18,0
Sur y Llanos,C-2449,Despertar Humano,G-5120,Martes 15:00 - 16:30 p.m,50,17,0
Sur y Llanos,C-2449,Despertar Humano,G-5121,Sabado 8:00 - 9:30 a.m,50,3,0
Sur y Llanos,C-2449,Despertar Humano,G-5122,Jueves 21:00 - 22:30 p.m,50,22,0
Sur y Llanos,C-2458,Familias Empresarias del Campo,G-4267,Sabado 14:00 - 15:30 p.m,50,46,0
Sur y Llanos,C-2458,Familias Empresarias del Campo,G-4904,Viernes 8:00 - 9:30 a.m,50,22,0
Sur y Llanos,C-2462,Mi Negocio en Internet,G-4274,Jueves 15:00 - 16:30 p.m,50,1,0
Sur y Llanos,C-2462,Mi Negocio en Internet,G-4275,Jueves 19:30 - 21:00 p.m,50,1,0
Sur y Llanos,C-2462,Mi Negocio en Internet,G-4925,Viernes 20:00 - 21:30 p.m,50,1,0
Sur y Llanos,C-2462,Mi Negocio en Internet,G-4927,Martes 21:00 - 22:30 p.m,50,4,0
Sur y Llanos,C-2462,Mi Negocio en Internet,G-4929,Sabado 9:00 - 10:30 a.m,50,8,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4283,Viernes 21:00 - 22:30 p.m,50,50,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4285,Jueves 21:00 - 22:30 p.m,50,36,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4286,Viernes 20:00 - 21:30 p.m,50,46,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4290,Martes 19:00 - 20:30 p.m,50,28,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4291,Sabado 8:00 - 9:30 a.m,50,49,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4292,Sabado 8:00 - 9:30 a.m,50,15,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4293,Sabado 9:00 - 10:30 a.m,50,46,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4888,Martes 21:00 - 22:30 p.m,50,26,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4890,Jueves 21:00 - 22:30 p.m,50,8,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4891,Sabado 8:00 - 9:30 a.m,50,5,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4892,Sabado 9:00 - 10:30 a.m,50,14,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-4894,Martes 20:00 - 21:30 p.m,50,15,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-5041,Sabado 14:00 - 15:30 p.m,50,36,0
Sur y Llanos,C-2448,Despertar Emprendedor,G-5127,Jueves 21:00 - 22:30 p.m,50,7,0
Sur y Llanos,C-2452,Economia del Hogar,G-4304,Viernes 15:00 - 16:30 p.m,50,50,0
Sur y Llanos,C-2452,Economia del Hogar,G-4305,Martes 20:00 - 21:30 p.m,50,50,1
Sur y Llanos,C-2452,Economia del Hogar,G-4866,Martes 21:00 - 22:30 p.m,50,46,0
Sur y Llanos,C-2452,Economia del Hogar,G-4867,Martes 21:00 - 22:30 p.m,50,7,0
Sur y Llanos,C-2452,Economia del Hogar,G-4868,Martes 21:00 - 22:30 p.m,50,4,0
Sur y Llanos,C-2452,Economia del Hogar,G-4869,Miercoles 21:00 - 22:30 p.m,50,20,0
Sur y Llanos,C-2452,Economia del Hogar,G-4870,Miercoles 21:00 - 22:30 p.m,50,12,0
Sur y Llanos,C-2452,Economia del Hogar,G-4872,Jueves 21:00 - 22:30 p.m,50,26,0
Sur y Llanos,C-2452,Economia del Hogar,G-5043,Jueves 21:00 - 22:30 p.m,50,8,0
Sur y Llanos,C-2452,Economia del Hogar,G-5125,Martes 19:00 - 20:30 p.m,50,36,0
Sur y Llanos,C-2459,Ingles 1,G-4422,Sabado 9:00 - 10:30 a.m,50,50,6
Sur y Llanos,C-2459,Ingles 1,G-4423,Sabado 9:00 - 10:30 a.m,50,50,2
Sur y Llanos,C-2459,Ingles 1,G-4424,Sabado 9:00 - 10:30 a.m,50,50,4
Sur y Llanos,C-2459,Ingles 1,G-4920,Martes 21:00 - 22:30 p.m,50,50,10
Sur y Llanos,C-2459,Ingles 1,G-5052,Sabado 9:00 - 10:30 a.m,50,50,7
Sur y Llanos,C-2461,Peinados y Trenzas,G-4971,Martes 9:00 - 10:30 a.m,50,50,2
Sur y Llanos,C-2467,Sistemas 1,G-4947,Sabado 10:00 - 11:30 a.m,50,50,2
Sur y Llanos,C-2467,Sistemas 1,G-4972,Sabado 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2467,Sistemas 1,G-4973,Martes 15:00 - 16:30 p.m,50,50,0
Sur y Llanos,C-2467,Sistemas 1,G-5123,Miercoles 21:00 - 22:30 p.m,50,50,0
Sur y Llanos,C-2467,Sistemas 1,G-5124,Sabado 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2445,Bienestar para la Persona Mayor,G-4282,Sabado 8:00 - 9:30 a.m,50,35,0
Sur y Llanos,C-2445,Bienestar para la Persona Mayor,G-4879,Miercoles 8:00 - 9:30 a.m,50,13,0
Sur y Llanos,C-2445,Bienestar para la Persona Mayor,G-4880,Sabado 9:00 - 10:30 a.m,50,34,0
Sur y Llanos,C-2445,Bienestar para la Persona Mayor,G-4881,Sabado 9:00 - 10:30 a.m,50,15,0
Sur y Llanos,C-2445,Bienestar para la Persona Mayor,G-5057,Viernes 15:00 - 16:30 p.m,50,50,0
Sur y Llanos,C-2476,Orientacion Emprendedora,G-4299,Viernes 20:00 - 21:30 p.m,50,50,1
Sur y Llanos,C-2476,Orientacion Emprendedora,G-4326,Sabado 8:00 - 9:30 a.m,50,50,0
Sur y Llanos,C-2476,Orientacion Emprendedora,G-4944,Miercoles 14:00 - 15:30 p.m,50,50,0
Sur y Llanos,C-2466,Sin Limites Virtual,G-4313,Sabado 9:00 - 10:30 a.m,50,23,0
Sur y Llanos,C-2466,Sin Limites Virtual,G-5056,Martes 9:00 - 10:30 a.m,50,3,0
Sur y Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4245,Miercoles 21:00 - 22:30 p.m,50,1,0
Sur y Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4289,Sabado 8:00 - 9:30 a.m,50,2,0
Sur y Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4885,Miercoles 21:00 - 22:30 p.m,50,0,0
Sur y Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4886,Jueves 21:00 - 22:30 p.m,50,3,0
Sur y Llanos,C-2447,Costos para Emprendedores/Contabilidad,G-4887,Martes 21:00 - 22:30 p.m,50,1,0
Sur y Llanos,C-2460,Ingles 2,G-4425,Miercoles 21:00 - 22:30 p.m,50,50,0
Sur y Llanos,C-2460,Ingles 2,G-4427,Sabado 8:00 - 9:30 a.m,50,32,0
Sur y Llanos,C-2460,Ingles 2,G-4924,Sabado 9:00 - 10:30 a.m,50,35,0
Sur y Llanos,C-2460,Ingles 2,G-5053,Martes 16:00 - 17:30 p.m,50,22,0
Sur y Llanos,C-2463,Modisteria 1 (Faldas),G-4312,Sabado 10:00 - 11:30 a.m,50,50,0
Sur y Llanos,C-2463,Modisteria 1 (Faldas),G-4930,Martes 20:00 - 21:30 p.m,50,50,0
Sur y Llanos,C-2463,Modisteria 1 (Faldas),G-4943,Martes 20:00 - 21:30 p.m,50,50,0

SECCION 4 - IGLESIAS SIN MATRICULA

"Zona","Departamento","Iglesia","Matriculados"
Todas (6 zonas),Caldas,San Jose,0
Todas (6 zonas),Antioquia,San Pedro de los Milagros,0
Todas (6 zonas),Cundinamarca,Gacheta,0
Todas (6 zonas),Boyaca,Pauna,0
Todas (6 zonas),Antioquia,Amalfi,0
Todas (6 zonas),Cundinamarca,Cr 6 #2-119 Br Florilandia al lado Plaza de Mercado,0
Todas (6 zonas),Boyaca,Soraca,0
Todas (6 zonas),Antioquia,San Carlos,0
Todas (6 zonas),Cauca,Silvia,0
Todas (6 zonas),Cundinamarca,Yacopi,0
Todas (6 zonas),Atlantico,Baranoa,0
Todas (6 zonas),Boyaca,Buenavista,0
Todas (6 zonas),Cauca,Guapi,0
Todas (6 zonas),Atlantico,Calle 6 # 13A-23,0
Todas (6 zonas),Caldas,Norcasia,0
Todas (6 zonas),Cundinamarca,Apulo,0
Todas (6 zonas),Antioquia,Carrera 21 No. 17-46,0
Todas (6 zonas),Boyaca,Miraflores,0
Todas (6 zonas),Boyaca,Raquira,0
Todas (6 zonas),Cordoba,IDMJI Planeta,0
Todas (6 zonas),Cauca,Padilla,0
Todas (6 zonas),Cesar,Becerril,0
Todas (6 zonas),Cesar,Mandinguilla,0
Todas (6 zonas),Cundinamarca,Calle 5 #4-42 Villa Lulu Inspeccion La Magdalena,0
Todas (6 zonas),Antioquia,Arboletes,0
Todas (6 zonas),Antioquia,Vereda San Agustin Via Principal Tercera Casa A Mano Izquierda Casa De Familia - Aldemar Montoya,0
Todas (6 zonas),Cundinamarca,Agua de Dios,0
Todas (6 zonas),Cundinamarca,Anapoima,0
Todas (6 zonas),Boyaca,Calle 5 N° 5- 15,0
Todas (6 zonas),Cauca,Morales,0
Todas (6 zonas),Boyaca,Quipama,0
Todas (6 zonas),Boyaca,Ramiriqui,0
Todas (6 zonas),Antioquia,Puerto Berrio,0
Todas (6 zonas),Caqueta,Milan,0
Todas (6 zonas),Caldas,Aranzazu,0
Todas (6 zonas),Cauca,Coconuco,0
Todas (6 zonas),Antioquia,Dabeiba,0
Todas (6 zonas),Boyaca,Arcabuco,0
Todas (6 zonas),Arauca,Aguachica Arauca,0
Todas (6 zonas),Cesar,Chimichagua,0
Todas (6 zonas),Cauca,Argelia,0
Todas (6 zonas),Huila,Baraya,0
Todas (6 zonas),Cundinamarca,Tudela,0
Todas (6 zonas),Boyaca,GRUPO REUNION,0
Todas (6 zonas),Amazonas,Puerto Narno,0
Todas (6 zonas),Atlantico,calle 4 No 9-34 Barrio Centro,0
Todas (6 zonas),Caldas,Victoria,0
Todas (6 zonas),Cundinamarca,Anolaima,0
Todas (6 zonas),Bolivar,Grupo de reunion de Guaymaral,0
Todas (6 zonas),Antioquia,Anza,0
Todas (6 zonas),Choco,Calle Santander (Antigua casa del Sr David),0
Todas (6 zonas),Cauca,Mercaderes,0
Todas (6 zonas),Antioquia,San Jeronimo,0
Todas (6 zonas),Cundinamarca,Viani,0
Todas (6 zonas),Putumayo,Puerto Guzman,0
Todas (6 zonas),Santander,Florian,0
Todas (6 zonas),Valle del Cauca,La Tulia,0
Todas (6 zonas),Sucre,"La Union, vereda Los Conguitos",0
Todas (6 zonas),Huila,Tarqui,0
Todas (6 zonas),Valle del Cauca,Corregimiento de Cisneros - Quebrada Balsitas,0
Todas (6 zonas),Putumayo,Colon,0
Todas (6 zonas),Meta,El Castillo Meta,0
Todas (6 zonas),Meta,Vereda Costa Rica,0
Todas (6 zonas),Tolima,Iglesia del Cairo Socorro,0
Todas (6 zonas),Tolima,barrio caracoli,0
Todas (6 zonas),Huila,Iglesia de Iquira,0
Todas (6 zonas),Santander,Curiti,0
Todas (6 zonas),Tolima,Cunday,0
Todas (6 zonas),Narino,EL TAMBO,0
Todas (6 zonas),Narino,Consaca,0
Todas (6 zonas),Norte de Santander,Salazar,0
Todas (6 zonas),Tolima,Armero-Guyabal,0
Todas (6 zonas),Meta,La Iglesia de Mira,0
Todas (6 zonas),Valle del Cauca,Vereda el Venado,0
Todas (6 zonas),Magdalena,El Pinon,0
Todas (6 zonas),Meta,"Cll 12 # 4 - 65 , Barrio Primero de Mayo- Cel: 3162778580",0
Todas (6 zonas),Tolima,Alpujarra,0
Todas (6 zonas),Valle del Cauca,Yotoco,0
Todas (6 zonas),Putumayo,La Dorada,0
Todas (6 zonas),Tolima,Falan,0
Todas (6 zonas),Valle del Cauca,GALICIA,0
Todas (6 zonas),Risaralda,Pueblo Rico,0
Todas (6 zonas),Huila,Hobo,0
Todas (6 zonas),Magdalena,Nueva Granada,0
Todas (6 zonas),Narino,imues,0
Todas (6 zonas),Huila,Vegalarga,0
Todas (6 zonas),Santander,La belleza,0
Todas (6 zonas),Norte de Santander,DURANIA,0
Todas (6 zonas),La Guajira,Urumita,0
Todas (6 zonas),Valle del Cauca,Chorreras,0
Todas (6 zonas),Narino,Barbacoas,0
Todas (6 zonas),Sucre,"vereda el Charcon,  Al lado del colegio",0
Todas (6 zonas),Tolima,Rioblanco,0
Todas (6 zonas),Valle del Cauca,BOLIVAR,0
Todas (6 zonas),Tolima,Convenio,0
Todas (6 zonas),Valle del Cauca,IDMJI Argelia Valle,0
Todas (6 zonas),Narino,Puerres,0
Todas (6 zonas),Valle del Cauca,Centro,0
Todas (6 zonas),Meta,Centro Poblado La Julia,0
Todas (6 zonas),Narino,Sapuyes,0
Todas (6 zonas),Valle del Cauca,El Placer,0
Todas (6 zonas),Norte de Santander,Las Delicias,0
Todas (6 zonas),Valle del Cauca,Iglesia Ministerial,0
Todas (6 zonas),Narino,La Llanada,0
Todas (6 zonas),Narino,Pupiales,0
Todas (6 zonas),Huila,Guadalupe,0
Todas (6 zonas),Valle del Cauca,Buitrera Cali,0
Todas (6 zonas),Tolima,Herveo,0
Todas (6 zonas),Valle del Cauca,Fatima 1,0
Todas (6 zonas),Meta,Mesetas,0
Todas (6 zonas),Santander,Rionegro,0
Todas (6 zonas),Narino,Guachavez,0
Todas (6 zonas),Huila,El Agrado,0
Todas (6 zonas),Narino,Chachagui,0
Todas (6 zonas),Valle del Cauca,Grupo de reunion Sonso,0
Todas (6 zonas),Narino,San Bernardo,0
Todas (6 zonas),Putumayo,Puerto Caicedo,0
Todas (6 zonas),Quindio,Buenavista,0
Todas (6 zonas),Santander,Oiba,0
Todas (6 zonas),Putumayo,El Tigre,0
Todas (6 zonas),Magdalena,Calle 3 # 5 - 43 Corregimiento de Palermo,0
Todas (6 zonas),Vichada,La Iglesia Ministerial,0
Todas (6 zonas),Valle del Cauca,Corregimiento Zaragoza,0
Todas (6 zonas),Sucre,Corregimiento de Segovia Calle 2 Carrera 7-8,0
Todas (6 zonas),Risaralda,Irra,0
Todas (6 zonas),Huila,Naranjal,0
Todas (6 zonas),Meta,Primavera,0
Todas (6 zonas),Tolima,Barrio Las Palmas,0
Todas (6 zonas),Valle del Cauca,"Celian, Via puerto frazadas",0
Todas (6 zonas),Tolima,Iglesia de dolores,0
Todas (6 zonas),Norte de Santander,Salon de la casa de la cultura del corregimiento de Agua Clara.,0
Todas (6 zonas),Vichada,Cumaribo,0
Todas (6 zonas),Narino,Barrio el Centro,0
